config,experiment,config_sha256,gpu_type,n,seed_min,seed_max,metric_name,metric_mean,metric_std,metric_ci95,wall_time_mean_s,wall_time_std_s,wall_time_ci95_s,total_cost_usd
sweep_out/wp01_airbench_eval.yaml,airbench,ad71dfad0fd0f6567098c70f59ca4b58e99a3d53d37adcfb4d8629908002edff,NVIDIA RTX A6000,100,0,99,tta_val_acc,0.9400269758701324,0.0014099128188027371,0.000279757291532738,16.558257114499984,2.7970748794273974,0.5550003390616376,0.2484
